Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,SummaryQuote,Text
ACOR,"Acorda Therapeutics, Inc.",20.7,954566134.2,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/acor,"We are a biopharmaceutical company dedicated to the identification, development
and commercialization of novel therapies that restore function and improve the
lives of people with neurological disorders. We market three U.S. Food and Drug
Administration (FDA)-approved therapies, including Ampyra (dalfampridine)
Extended Release Tablets, 10mg, a treatment to improve walking in patients with
multiple sclerosis, or MS, as demonstrated by an increase in walking speed. We
also market Zanaflex Capsules and tablets, FDA-approved as short-acting drugs
for the management of spasticity, and Qutenza, an FDA-approved dermal patch for
the management of neuropathic pain associated with post-herpetic neuralgia, also
known as post-shingles pain.
 
We have five Orange Book-listed patents providing protection for Ampyra up to
2027. Ampyra also has Orphan Drug designation, which gives it marketing
exclusivity in the U.S. until January 2017.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ATVI,"Activision Blizzard, Inc",38.86,28881271597.06,0,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atvi,"    Activision Blizzard, Inc. is a worldwide developer and publisher of online,
personal computer (""PC""), video game console, handheld, mobile and tablet games.
The terms ""Activision Blizzard,"" the ""Company,"" ""we,"" ""us,"" and ""our"" are used
to refer collectively to Activision Blizzard, Inc. and its subsidiaries. We
currently offer games that operate on the Microsoft Corporation (""Microsoft"")
Xbox One (""Xbox One"") and Xbox 360 (""Xbox 360""), Nintendo Co. Ltd. (""Nintendo"")
Wii U (""Wii U"") and Wii (""Wii""), and Sony Computer Entertainment Inc. (""Sony"")
PlayStation 4 (""PS4"") and PlayStation 3 (""PS3"") console systems (Xbox One, Wii
U, and PS4 are collectively referred to as ""next-generation""; Xbox 360, Wii, and
PS3 are collectively referred to as ""prior-generation""); the PC; the Nintendo
3DS, Nintendo Dual Screen and Sony PlayStation Vita handheld game systems; and
mobile and tablet devices.

    Activision--Through Activision Publishing, Inc.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ACTA,Actua Corporation,14,488452048,0,Technology,EDP Services,http://www.nasdaq.com/symbol/acta,"Actua Corporation (f/k/a ICG Group, Inc.) (referred to in this Report as
""Actua,"" the ""Company,"" ""we,"" ""our,"" or ""us"") was formed on March 4, 1996 and is
headquartered in Radnor, Pennsylvania.  We are a multi-vertical cloud technology
company with offerings that we believe create unique and compelling value for
our customers and provide transformative efficiency to vertical markets.  We
hold controlling majority equity stakes in four vertical, cloud-based businesses
that we believe will generate sustained, meaningful returns for our stockholders
through consistent revenue growth and earnings leverage over time.

Despite the omnipresence of the Internet in the global economy, there remains a
surprisingly large number of vertical markets with outdated, offline business
processes that could be vastly improved through cloud-based software and
services.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ACUR,"Acura Pharmaceuticals, Inc.",0.5651,6687280.9451,0,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acur,"We are a specialty pharmaceutical company engaged in the research, development
and commercialization of technologies and products intended to address
medication abuse and misuse. We have discovered and developed three proprietary
platform technologies which can be used to develop multiple products. Our
AversionÂ® and Limitx(TM) Technologies are intended to address methods of product
tampering associated with opioid abuse while our ImpedeÂ® Technology is directed
at minimizing the extraction and conversion of pseudoephedrine into
methamphetamine. Oxaydo Tablets (oxycodone HCl, CII), which utilizes the
Aversion Technology, is the first and only approved immediate-release oxycodone
product in the United States with abuse deterrent labeling. On January 7, 2015,
we entered into a Collaboration and License Agreement with Egalet US, Inc.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ACXM,Acxiom Corporation,26.65,2068001410.8,0,Technology,EDP Services,http://www.nasdaq.com/symbol/acxm,"Acxiom is a global technology and services company with a vision to power a
world where all marketing is relevant. We provide the data foundation for the
world's best marketers. By making it safe and easy to activate, validate,
enhance, and unify data, we provide marketers with the ability to deliver
relevant messages at scale and tie those messages back to actual results. Our
products and services enable people-based marketing, allowing our clients to
generate higher return on investment and drive better omni-channel customer
experiences.
Acxiom is a Delaware corporation founded in 1969 in Conway, Arkansas. Our common
stock is listed on the NASDAQ Global Select Market under the symbol ""ACXM."" We
serve a global client base from locations in the United States, Europe, and the
Asia-Pacific region.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ADMS,"Adamas Pharmaceuticals, Inc.",16.42,360951484.18,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adms,"We are a pharmaceutical company focused on the development and commercialization
of therapeutics targeting chronic disorders of the central nervous system
(""CNS"").  We seek to achieve this by enhancing the pharmacokinetic profiles of
approved drugs to create novel therapeutics for use alone and in fixed-dose
combination products.  Our business strategy is twofold.  We intend to develop
and commercialize our wholly-owned products directly.  In addition, we may form
partnerships with companies that have an already established CNS market
presence.  

 

We are developing our lead wholly-owned product candidate, ADS-5102 (amantadine
hydrochloride), for multiple indications, including: a complication associated
with the treatment of Parkinson's disease known as levodopa-induced dyskinesia
(""LID""), for major symptoms associated with multiple sclerosis in patients with
walking impairment, and potentially as a treatment for one or more additional
CNS indications.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ADMP,Adamis Pharmaceuticals Corporation,3.05,65833740.65,0,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/admp,"Adamis Pharmaceuticals Corporation (""we,"" ""us,"" ""our,"" ""Adamis"" or the
""company"") is a pharmaceutical company focused on combining specialty
pharmaceuticals and biotechnology to provide innovative medicines for patients
and physicians. We are currently primarily focused on our specialty
pharmaceutical products. We are currently developing several products in the
allergy and respiratory markets, including one utilizing a dry powder inhaler
technology that we acquired from 3M Company, or 3M. Our goal is to create low
cost therapeutic alternatives to existing treatments. Consistent across all
specialty pharmaceuticals product lines, we intend to submit Section 505(b)(2)
New Drug Applications, or NDAs, or Section 505(j) Abbreviated New Drug
Applications, or ANDAs, to the U.S.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ADAP,Adaptimmune Therapeutics plc,4.48,145800668.16,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adap,"Adaptimmune Therapeutics plc was founded on December 3, 2014 as part of a
corporate restructuring and is a public limited company incorporated under the
laws of England and Wales. On May 6, 2015, we completed our IPO of American
Depositary Shares, or ADSs, on the Nasdaq Global Select Market. Our ADSs are
traded under the symbol ADAP.

 

Our U.K. subsidiary, Adaptimmune Limited, was founded in July 2008 and is
focused on our research and development activities. Our U.S. subsidiary,
Adaptimmune LLC, was founded in February 2011 and is focused on our clinical
trials operations.

 

On April 1, 2015, we completed a corporate reorganization.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ADUS,Addus HomeCare Corporation,33.7,386319983.7,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/adus,"We operate as one business segment and are a provider of comprehensive home and
community based personal care services, which are provided primarily in the
home, and focused on the dual eligible (Medicare/Medicaid) population. Our
personal care services provide assistance with activities of daily living, and
adult day care. Our consumers are primarily persons who are at risk of
hospitalization or institutionalization, such as the elderly, chronically ill
and disabled. Our payor clients include federal, state and local governmental
agencies, managed care organizations, commercial insurers and private
individuals. We currently provide personal care services to over 32,000
consumers through 119 locations across 22 states, including five adult day
centers in Illinois. For the years ended December 31, 2015, 2014 and 2013, we
served on average 48,000, 43,000 and 42,000 consumers, respectively.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
AEY,"ADDvantage Technologies Group, Inc.",1.79,18140280.65,0,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/aey,"Certain matters discussed in this report constitute forward-looking statements,
within the meaning of the Private Securities Litigation Reform Act of 1995,
including statements which relate to, among other things, expectations of the
business environment in which ADDvantage Technologies Group, Inc. (the
""Company"", ""We"" or ""ADDvantage"") operates, projections of future performance,
perceived opportunities in the market and statements regarding our goals and
objectives and other similar matters. The words ""estimates"", ""projects"",
""intends"", ""expects"", ""anticipates"", ""believes"", ""plans"", ""goals"", ""strategy"",
""likely"", ""may"", ""should"" and similar expressions often identify forward-looking
statements. These forward-looking statements are found at various places
throughout this report and the documents incorporated into it by reference.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
